val_loss,train_loss
0.181841641664505,
0.0390346385538578,0.0496254526078701
0.02371891587972641,0.023963293060660362
0.020892351865768433,0.02043166384100914
0.019601335749030113,0.018961556255817413
0.01889994740486145,0.017309635877609253
0.018342049792408943,0.017892949283123016
0.017766160890460014,0.01902683638036251
0.017359912395477295,0.016867294907569885
0.017037466168403625,0.0163740161806345
0.016524406149983406,0.015453257597982883
0.016225557774305344,0.01636338233947754
0.01603282056748867,0.0162808895111084
0.015884118154644966,0.014855780638754368
0.015721779316663742,0.017882419750094414
0.015579561702907085,0.016298186033964157
0.015397322364151478,0.015566038899123669
0.015321112237870693,0.015326262451708317
0.015193894505500793,0.014951066114008427
0.01507092546671629,0.01354943122714758
0.014895717613399029,0.01369633711874485
0.01475019846111536,0.015496961772441864
0.014722970314323902,0.015618350356817245
0.01462826319038868,0.014434227719902992
0.014512660913169384,0.011711692437529564
0.014496313408017159,0.014365590177476406
0.014407460577785969,0.013489343225955963
0.014281496405601501,0.01409640721976757
0.014284830540418625,0.013291137292981148
0.014168267138302326,0.01395469717681408
0.014272230677306652,0.015145975165069103
0.014207509346306324,0.014336391352117062
0.014095389284193516,0.014132443815469742
0.013998267240822315,0.013222071342170238
0.013919060118496418,0.01380873192101717
0.014014667831361294,0.015270308591425419
0.013934114947915077,0.014381042681634426
0.013745767064392567,0.013596399687230587
0.013809392228722572,0.013673783279955387
0.013772794976830482,0.01375555619597435
0.013732708990573883,0.01260543242096901
0.013861291110515594,0.01406862959265709
0.013667610473930836,0.013329827226698399
0.013697853311896324,0.014415748417377472
0.013657744973897934,0.013423790223896503
0.01374889351427555,0.012700559571385384
0.01354076899588108,0.012755296193063259
0.013523493893444538,0.013488618656992912
0.01355922780930996,0.013661541044712067
0.013484588824212551,0.012747508473694324
0.013576118275523186,0.014110531657934189
0.013457712717354298,0.012657546438276768
0.013445933349430561,0.012068448588252068
0.013399110175669193,0.013948964886367321
0.013459631241858006,0.01382096204906702
0.013361656107008457,0.013018270023167133
0.01344772707670927,0.012452811002731323
0.01335662230849266,0.013067666441202164
0.013358039781451225,0.012513073161244392
0.013331924565136433,0.013928052969276905
0.013317895121872425,0.013318696990609169
0.013285324908792973,0.012905845418572426
0.01334654912352562,0.011972103267908096
0.013269278220832348,0.013480400666594505
0.01325287390500307,0.012294686399400234
0.013183632865548134,0.012429903261363506
0.013223763555288315,0.01240944117307663
0.01326840091496706,0.014575337991118431
0.013100641779601574,0.01301770843565464
0.013204338029026985,0.013602495193481445
0.013178234919905663,0.013028383255004883
0.013158050365746021,0.014550398103892803
0.013243922032415867,0.012103305198252201
0.013188389129936695,0.01345988642424345
